Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Car_ID,Brand,Car_Age,Price_Per_Km,Mileage_kmkg,Mileage_kmpl,Fuel_Efficiency,Engine_In_CC,Car_Type,Power_In_BHP
Ford Ecosport 1.5 Dv5 Mt Titanium,Hyderabad,2014,85670,Diesel,Manual,First,5,,6.25,O1Z9,Ford,11,7.3e-05,,22.7,high,1498.0,Sedan,89.84
Hyundai Grand I10 Crdi Magna,Hyderabad,2015,35000,Diesel,Manual,First,5,,4.88,3X9A,Hyundai,10,0.0001394,,24.0,high,1120.0,Hatchback,70.0
Honda City I Vtec Cvt Sv,Mumbai,2016,8000,Petrol,Automatic,First,5,,9.45,BAKA,Honda,9,0.0011812,,18.0,high,1497.0,Sedan,117.3
Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,8,,4.8,U601,Toyota,18,2.96e-05,,12.8,medium,2494.0,SUV,102.0
Hyundai Eon Era Plus,Kolkata,2012,60000,Petrol,Manual,First,5,,1.99,X4Y3,Hyundai,13,3.32e-05,,21.1,high,814.0,Hatchback,55.2
Hyundai I10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,5,,2.8,WR8S,Hyundai,15,3.97e-05,,20.36,high,1197.0,Hatchback,78.9
Mercedes-Benz E-Class 2009-2013 E 200 Cgi Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,5,,22.0,ETVV,Mercedes-Benz,14,0.00088,,12.3,medium,1796.0,SUV,185.0
Mahindra Bolero Sle,Hyderabad,2012,75000,Diesel,Manual,First,7,10.32 Lakh,4.3,Q4AE,Mahindra,13,5.73e-05,,15.96,high,2523.0,Luxury Car,62.1
Skoda Laura Ambition 2.0 Tdi Cr At,Coimbatore,2014,85071,Diesel,Automatic,First,5,,9.75,0DLB,Skoda,11,0.0001146,,20.0,high,1968.0,SUV,138.1
Maruti Swift Zxi,Ahmedabad,2015,40000,Petrol,Manual,First,5,,5.9,BIAB,Maruti,10,0.0001475,,20.4,high,1197.0,Hatchback,81.8
Audi A4 2.0 Tdi,Delhi,2013,67000,Diesel,Automatic,First,5,,14.5,HTUV,Audi,12,0.0002164,,16.55,high,1968.0,SUV,147.51
Ford Fiesta 1.4 Sxi Tdci Abs,Hyderabad,2009,55000,Diesel,Manual,Second,5,,2.4,CDBQ,Ford,16,4.36e-05,,17.8,high,1399.0,Sedan,68.0
Maruti Sx4 Vxi Bsiii,Mumbai,2008,62000,Petrol,Manual,Second,5,,2.11,YZEM,Maruti,17,3.4e-05,,15.0,medium,1586.0,Sedan,104.68
Hyundai Grand I10 At Asta,Coimbatore,2017,22526,Petrol,Automatic,First,5,,7.6,1OXY,Hyundai,8,0.0003374,,18.9,high,1197.0,Hatchback,82.0
Maruti Ritz At,Hyderabad,2012,57788,Petrol,Automatic,First,5,,3.6,N18L,Maruti,13,6.23e-05,,17.16,high,1197.0,Hatchback,85.8
Mahindra Scorpio 2.6 Crde,Jaipur,2013,72000,Diesel,Manual,First,8,,6.0,VVUB,Mahindra,12,8.33e-05,,10.5,medium,2179.0,SUV,120.0
Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,7,,7.45,Q49Q,Mahindra,11,8.96e-05,,15.4,high,2179.0,SUV,120.0
Maruti Alto Lxi,Chennai,2011,75000,Petrol,Manual,First,5,,2.1,KM7B,Maruti,14,2.8e-05,,19.7,high,796.0,Hatchback,46.3
Renault Duster 110Ps Diesel Rxz,Ahmedabad,2013,58000,Diesel,Manual,Second,5,,5.2,Q6W1,Renault,12,8.97e-05,,19.01,high,1461.0,Sedan,108.45
Mahindra Jeep Mm 550 Pe,Hyderabad,2009,26000,Diesel,Manual,First,6,,6.99,KU39,Mahindra,16,0.0002688,,17.809450853714814,high,2498.0,SUV,127.9431071655041
Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,5,7.87 Lakh,6.36,QC9N,Maruti,8,0.00636,,20.89,high,1197.0,Hatchback,81.8
Toyota Innova 2.5 Zx Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,7,,11.62,H008,Toyota,10,0.0001945,,12.99,medium,2494.0,SUV,100.6
Bmw 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,5,1.4 Cr,43.6,CM6N,Bmw,10,0.001455,,16.77,high,2993.0,Luxury Car,261.49
Hyundai Sonata Embera 2.0L Crdi Mt,Kolkata,2009,65000,Diesel,Manual,Second,5,,4.9,ENWU,Hyundai,16,7.54e-05,,13.6,medium,1991.0,SUV,142.0
Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,5,,6.7,GQSV,Renault,10,8.83e-05,,19.01,high,1461.0,Sedan,108.45
Maruti Wagon R Cng Lxi,Mumbai,2013,54000,CNG,Manual,First,5,5.58 Lakh,3.05,5IAW,Maruti,12,5.65e-05,33.54,,high,998.0,Hatchback,67.04
Audi A4 2.0 Tdi 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,5,,25.0,9P4C,Audi,11,0.0010417,,17.11,high,1968.0,SUV,174.33
Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,5,22.46 Lakh,19.05,W127,Jeep,7,0.0005735,,17.1,high,1956.0,SUV,170.0
Hyundai Verna 1.4 Vtvt,Kolkata,2015,33425,Petrol,Manual,First,5,,4.5,DPYY,Hyundai,10,0.0001346,,17.43,high,1396.0,Sedan,105.5
Honda Amaze Vx I-Vtech,Pune,2013,47000,Petrol,Manual,First,5,,4.15,RX91,Honda,12,8.83e-05,,18.0,high,1198.0,Hatchback,86.7
Hyundai Creta 1.6 Crdi Sx Option,Chennai,2015,41000,Diesel,Manual,First,5,,11.9,H9DO,Hyundai,10,0.0002902,,19.67,high,1582.0,Sedan,126.2
Hyundai I10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,5,,2.1,QH3I,Hyundai,14,3.39e-05,,19.81,high,1086.0,Hatchback,68.05
Mahindra Tuv 300 T8,Delhi,2016,47035,Diesel,Manual,First,7,,6.95,KMZP,Mahindra,9,0.0001478,,18.49,high,1493.0,Sedan,100.0
Maruti Swift Dzire Vxi,Pune,2008,56230,Petrol,Manual,Second,5,,2.4,C5O6,Maruti,17,4.27e-05,,17.5,high,1298.0,Sedan,85.8
Hyundai Accent Gle 1,Chennai,2007,55000,Petrol,Manual,First,5,,2.65,PFMT,Hyundai,18,4.82e-05,,13.2,medium,1495.0,Sedan,94.0
Mahindra Xuv500 W8 2Wd,Jaipur,2014,70669,Diesel,Manual,First,7,,9.0,VB51,Mahindra,11,0.0001274,,15.1,high,2179.0,SUV,140.0
Maruti Alto K10 2010-2014 Vxi,Pune,2012,69000,Petrol,Manual,First,5,,2.1,3N4L,Maruti,13,3.04e-05,,20.92,high,998.0,Hatchback,67.1
Chevrolet Beat Lt,Pune,2011,65000,Petrol,Manual,Second,5,,2.5,QSV5,Chevrolet,14,3.85e-05,,18.6,high,1199.0,Hatchback,79.4
Audi A6 2.7 Tdi,Mumbai,2009,30000,Diesel,Automatic,First,5,,8.95,NFXB,Audi,16,0.0002983,,12.4,medium,2698.0,Luxury Car,179.5
Mini Cooper 5 Door D,Hyderabad,2017,2000,Diesel,Automatic,First,5,42.48 Lakh,34.0,V8V1,Mini,8,0.017,,20.7,high,1496.0,Sedan,113.98
Maruti Swift 1.3 Lxi,Pune,2011,24255,Petrol,Manual,First,5,,3.15,GFZU,Maruti,14,0.0001299,,16.1,high,1333.5967963386727,Sedan,97.10749623493976
Tata Zest Revotron 1.2T Xms,Chennai,2015,40000,Petrol,Manual,First,5,7.69 Lakh,4.0,4MP6,Tata,10,0.0001,,17.57,high,1193.0,Hatchback,88.7
Honda City I Dtec Sv,Kolkata,2014,40000,Diesel,Manual,First,5,,4.45,5FYK,Honda,11,0.0001112,,26.0,high,1498.0,Sedan,98.6
Chevrolet Beat Lt,Jaipur,2010,26000,Petrol,Manual,First,5,,1.5,YBHS,Chevrolet,15,5.77e-05,,18.6,high,1199.0,Hatchback,79.4
Audi A4 2.0 Tdi Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,5,,14.5,NCES,Audi,14,0.0001381,,16.55,high,1968.0,SUV,140.0
Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,5,9.4 Lakh,8.41,BREQ,Ford,10,0.0030036,,26.1,high,1498.0,Sedan,99.0
Hyundai Verna Sx Crdi At,Mumbai,2014,71000,Diesel,Automatic,Second,5,,5.45,90KL,Hyundai,11,7.68e-05,,19.08,high,1582.0,Sedan,126.32
Honda City I Vtec Cvt Vx,Mumbai,2015,32896,Petrol,Automatic,First,5,,8.9,EE0W,Honda,10,0.0002705,,18.0,high,1497.0,Sedan,117.3
Hyundai I10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,5,,3.65,ECS5,Hyundai,13,8.11e-05,,20.36,high,1197.0,Hatchback,78.9
Bmw X3 Xdrive20D Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,5,,29.0,UP3O,Bmw,10,0.0004462,,18.56,high,1995.0,SUV,190.0
Audi A4 2.0 Tdi,Mumbai,2013,45200,Diesel,Automatic,First,5,,13.5,7YUY,Audi,12,0.0002987,,16.55,high,1968.0,SUV,147.51
Honda Cr-V 2.4 At,Hyderabad,2008,82167,Petrol,Automatic,First,5,,5.4,KX4V,Honda,17,6.57e-05,,10.1,medium,2354.0,SUV,152.0
Hyundai Grand I10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,5,8.1 Lakh,5.89,8WHV,Hyundai,9,0.0001574,,18.9,high,1197.0,Hatchback,81.86
Maruti Ciaz Zdi Plus Shvs,Hyderabad,2016,46000,Diesel,Manual,First,5,,8.45,O5MR,Maruti,9,0.0001837,,28.09,high,1248.0,Sedan,88.5
Honda City I-Vtec V,Delhi,2011,67031,Petrol,Manual,First,5,11.85 Lakh,4.0,RKZZ,Honda,14,5.97e-05,,17.4,high,1497.0,Sedan,117.3
Bmw 6 Series 640D Coupe,Mumbai,2013,30000,Diesel,Automatic,First,4,,45.0,FHED,Bmw,12,0.0015,,9.52,low,2993.0,Luxury Car,313.0
Maruti Celerio Vxi Amt,Mumbai,2016,47691,Petrol,Automatic,First,5,6.08 Lakh,3.94,ZUMC,Maruti,9,8.26e-05,,23.1,high,998.0,Hatchback,67.04
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,5,,8.0,DDCR,Renault,14,0.0002459,,13.73,medium,1995.0,SUV,148.0
Ford Figo Diesel Zxi,Hyderabad,2013,71336,Diesel,Manual,First,5,,4.1,O2E8,Ford,12,5.75e-05,,20.0,high,1399.0,Sedan,68.0
Toyota Innova 2.5 V Diesel 7-Seater,Chennai,2006,196000,Diesel,Manual,First,7,,6.25,X33W,Toyota,19,3.19e-05,,12.8,medium,2494.0,SUV,102.0
Maruti Dzire Vdi,Kolkata,2015,28193,Diesel,Manual,First,5,8.36 Lakh,5.25,6GYY,Maruti,10,0.0001862,,28.4,high,1248.0,Sedan,73.75
Mercedes-Benz Slc 43 Amg,Coimbatore,2019,2526,Petrol,Automatic,First,2,1.06 Cr,83.96,UGGS,Mercedes-Benz,6,0.0332383,,19.0,high,2996.0,Luxury Car,362.07
Hyundai Santro Lp Zipplus,Coimbatore,2004,52146,Petrol,Manual,First,5,,1.93,HCZN,Hyundai,21,3.7e-05,,16.697117834394906,high,1333.5967963386727,Sedan,97.10749623493976
Mercedes-Benz E-Class E 220 D,Hyderabad,2013,85000,Diesel,Automatic,First,5,71.15 Lakh,21.0,Y2ZA,Mercedes-Benz,12,0.0002471,,16.1,high,1950.0,SUV,194.0
Hyundai Grand I10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,5,6.82 Lakh,4.3,GMTC,Hyundai,10,0.0002069,,18.9,high,1197.0,Hatchback,81.86
Honda Mobilio S I Vtec,Mumbai,2014,43081,Petrol,Manual,First,7,,5.25,4RDA,Honda,11,0.0001219,,17.3,high,1497.0,Sedan,117.3
Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,5,,32.0,KK3R,Porsche,15,0.0009143,,11.9,medium,4806.0,Sports Car,550.0
Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,7,,3.9,QZOG,Mahindra,12,0.0001083,,17.21,high,1493.0,Sedan,100.0
Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,5,,2.2,ZL2L,Toyota,18,3.28e-05,,13.4,medium,1794.0,SUV,125.0
Mahindra Kuv 100 Mfalcon D75 K4,Mumbai,2016,34079,Diesel,Manual,First,6,,3.7,H3NM,Mahindra,9,0.0001086,,25.32,high,1198.0,Hatchback,77.0
Bmw 3 Series 2005-2011 325I Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,5,,11.27,X3AG,Bmw,15,0.0001448,,10.9,medium,2497.0,SUV,215.0
Maruti Alto 800 Lxi,Jaipur,2013,86000,Petrol,Manual,First,5,,2.41,HHOW,Maruti,12,2.8e-05,,22.74,high,796.0,Hatchback,47.3
Audi Q3 35 Tdi Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,5,,19.0,OWFJ,Audi,10,0.0001727,,15.73,high,1968.0,SUV,174.33
Toyota Etios Gd,Hyderabad,2015,116000,Diesel,Manual,Second,5,,5.8,OLBC,Toyota,10,5e-05,,23.59,high,1364.0,Sedan,67.05
Mahindra Xuv500 W8 2Wd,Coimbatore,2016,41840,Diesel,Manual,First,7,,13.52,TBFM,Mahindra,9,0.0003231,,15.1,high,2179.0,SUV,140.0
Toyota Fortuner 4X2 Mt Trd Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,7,,24.5,EYUK,Toyota,10,0.0012683,,13.0,medium,2982.0,Luxury Car,168.7
Tata Indigo Cs Emax Cng Glx,Pune,2014,41000,CNG,Manual,First,5,,3.25,ZMMQ,Tata,11,7.93e-05,24.6,,medium,1193.0,Hatchback,55.23
Mercedes-Benz Gle 250D,Kochi,2017,25601,Diesel,Automatic,First,5,78.76 Lakh,56.73,H0OK,Mercedes-Benz,8,0.0022159,,17.9,high,2143.0,SUV,201.15
Hyundai Creta 1.6 Crdi Sx,Jaipur,2015,83950,Diesel,Manual,First,5,,9.95,4PHS,Hyundai,10,0.0001185,,19.67,high,1582.0,Sedan,126.2
Honda City 1.5 V At,Pune,2012,60000,Petrol,Automatic,First,5,,5.5,9NOT,Honda,13,9.17e-05,,16.8,high,1497.0,Sedan,118.0
Audi A4 35 Tdi Premium,Hyderabad,2015,50000,Diesel,Automatic,First,5,,25.0,R4IG,Audi,10,0.0005,,17.11,high,1968.0,SUV,174.33
Maruti Zen Vxi,Kolkata,2009,37000,Petrol,Manual,First,5,,1.0,7YPS,Maruti,16,2.7e-05,,17.3,high,993.0,Hatchback,60.0
Maruti Alto Lxi,Hyderabad,2011,76976,Petrol,Manual,Second,5,,2.15,ZZG9,Maruti,14,2.79e-05,,19.7,high,796.0,Hatchback,46.3
Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,5,,7.89,QTFB,Maruti,7,0.0003639,,21.4,high,1197.0,Hatchback,83.1
Mahindra Xuv500 W10 2Wd,Delhi,2015,62000,Diesel,Manual,First,7,,10.25,0YEF,Mahindra,10,0.0001653,,16.0,high,2179.0,SUV,140.0
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,5,8.12 Lakh,6.0,DTFY,Ford,18,0.0047581,,19.0,high,1194.0,Hatchback,94.68
Hyundai Elite I20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,5,9.78 Lakh,7.53,RCBI,Hyundai,8,0.0001267,,18.6,high,1197.0,Hatchback,81.86
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,5,,39.45,B8SX,Mercedes-Benz,7,0.0016125,,19.27,high,2143.0,SUV,167.62
Honda City I Vtec Sv,Delhi,2014,55000,Petrol,Manual,First,5,,5.84,7CBT,Honda,11,0.0001062,,17.8,high,1497.0,Sedan,117.3
Ford Ecosport 1.5 Ti Vct Mt Titanium Be,Mumbai,2017,2000,Petrol,Manual,First,5,,8.65,G252,Ford,8,0.004325,,18.88,high,1499.0,Sedan,110.4
Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,5,,7.74,8RIG,Maruti,8,0.0003091,,21.4,high,1197.0,Hatchback,83.1
Hyundai I10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,5,,2.5,96E5,Hyundai,17,2.98e-05,,20.36,high,1197.0,Hatchback,78.9
Toyota Innova 2.5 G (Diesel) 8 Seater Bs Iv,Pune,2007,170428,Diesel,Manual,Second,8,,5.7,RTIE,Toyota,18,3.34e-05,,12.8,medium,2494.0,SUV,102.0
Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,5,7.36 Lakh,5.8,ER9Y,Maruti,9,0.0004613,,21.4,high,1197.0,Hatchback,83.1
Audi Q7 3.0 Tdi Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,7,,36.5,C0DN,Audi,13,0.0004148,,12.07,medium,2967.0,Luxury Car,241.4
Hyundai Santa Fe 2Wd At,Delhi,2012,86000,Diesel,Automatic,Second,7,,9.5,L2IN,Hyundai,13,0.0001105,,13.01,medium,2199.0,SUV,194.3
Hyundai Santro Gls I - Euro Ii,Coimbatore,2012,51019,Petrol,Manual,First,5,,3.48,72HX,Hyundai,13,6.82e-05,,16.697117834394906,high,999.0,Hatchback,97.10749623493976
Honda City 1.5 V Mt Exclusive,Mumbai,2013,45000,Petrol,Manual,First,5,,4.55,ZR3Y,Honda,12,0.0001011,,17.0,high,1497.0,Sedan,118.0
Hyundai I20 1.4 Crdi Magna,Jaipur,2012,51000,Diesel,Manual,First,5,,3.9,7FOA,Hyundai,13,7.65e-05,,21.9,high,1396.0,Sedan,90.0
Mahindra Bolero Sle Bsiii,Pune,2007,92000,Diesel,Manual,First,7,,2.7,N5BZ,Mahindra,18,2.93e-05,,13.6,medium,2523.0,Luxury Car,63.0
Toyota Fortuner 2.8 2Wd At,Pune,2017,29000,Diesel,Automatic,First,7,38.11 Lakh,31.0,1L7T,Toyota,8,0.001069,,12.9,medium,2755.0,Luxury Car,174.5
Bmw 3 Series 2005-2011 325I Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,5,,10.3,YQQG,Bmw,16,0.0001461,,10.9,medium,2497.0,SUV,215.0
Bmw 3 Series 320D Sedan,Kolkata,2010,51000,Diesel,Automatic,First,5,,7.75,1I19,Bmw,15,0.000152,,16.07,high,1995.0,SUV,181.0
Maruti Wagon R Lxi,Hyderabad,2012,52618,Petrol,Manual,First,5,,3.2,1GB0,Maruti,13,6.08e-05,,18.9,high,998.0,Hatchback,67.1
Maruti Ertiga Zdi,Delhi,2013,68000,Diesel,Manual,First,7,11.75 Lakh,4.85,G0CQ,Maruti,12,7.13e-05,,25.47,high,1248.0,Sedan,88.5
Land Rover Range Rover Evoque 2.0 Td4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,5,,34.08,0ST1,Land Rover,9,0.0011743,,15.68,high,1999.0,SUV,177.0
Maruti Ertiga Shvs Vdi,Chennai,2017,80000,Diesel,Manual,First,7,,8.1,TWLP,Maruti,8,0.0001012,,24.52,high,1248.0,Sedan,88.5
Tata Indigo Cs Evx,Chennai,2016,78000,Diesel,Manual,Second,5,,2.35,XW4Q,Tata,9,3.01e-05,,25.0,high,1396.0,Sedan,69.01
Maruti Alto K10 Lxi,Pune,2012,100000,Petrol,Manual,First,5,,1.8,1JXM,Maruti,13,1.8e-05,,20.92,high,998.0,Hatchback,67.1
Hyundai Eon D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,5,,3.42,RS03,Hyundai,10,0.0001089,,21.1,high,814.0,Hatchback,55.2
Ford Endeavour 3.0L 4X4 At,Mumbai,2010,78000,Diesel,Automatic,Second,7,,5.34,7MPU,Ford,15,6.85e-05,,11.4,medium,2953.0,Luxury Car,153.86
Ford Endeavour 2.2 Titanium At 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,7,,31.99,VX03,Ford,7,0.002285,,12.62,medium,2198.0,SUV,158.0
Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,5,,4.75,6UF8,Volkswagen,14,5.94e-05,,20.54,high,1598.0,Sedan,103.6
Maruti Ciaz At Zxi,Mumbai,2014,46738,Petrol,Automatic,First,5,,6.1,ZWZJ,Maruti,11,0.0001305,,19.12,high,1373.0,Sedan,91.1
Hyundai Eon D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,5,,3.69,065C,Hyundai,12,6.72e-05,,21.1,high,814.0,Hatchback,55.2
Audi Q5 2.0 Tdi Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,5,,15.0,WBEX,Audi,13,0.0002013,,14.16,medium,1968.0,SUV,174.3
Mahindra Xuv500 W10 Awd,Coimbatore,2016,67472,Diesel,Manual,First,7,,14.5,PA2D,Mahindra,9,0.0002149,,16.0,high,2179.0,SUV,140.0
Maruti Swift Vdi,Hyderabad,2013,84000,Diesel,Manual,First,5,8.44 Lakh,5.65,0ZXB,Maruti,12,6.73e-05,,28.4,high,1248.0,Sedan,74.0
Maruti Ritz Vdi,Kolkata,2011,77400,Diesel,Manual,First,5,,2.5,Z2O6,Maruti,14,3.23e-05,,21.1,high,1248.0,Sedan,73.9
Mercedes-Benz New C-Class C 250 Cdi Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,5,,38.5,OO3I,Mercedes-Benz,8,0.0026607,,19.71,high,2143.0,SUV,201.15
Renault Duster 110Ps Diesel Rxz,Kolkata,2014,52108,Diesel,Manual,First,5,,5.49,3MCP,Renault,11,0.0001054,,19.01,high,1461.0,Sedan,108.45
Maruti Swift Dzire Vxi,Kolkata,2013,40000,Petrol,Manual,First,5,,3.55,OW6V,Maruti,12,8.87e-05,,19.1,high,1197.0,Hatchback,85.8
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,7,,10.75,JK9J,Toyota,11,0.0001023,,12.99,medium,2494.0,SUV,100.6
Hyundai Creta 1.6 Sx Option,Delhi,2016,24347,Petrol,Manual,First,5,16.06 Lakh,11.0,LJYE,Hyundai,9,0.0004518,,15.8,high,1591.0,Sedan,121.3
Maruti Sx4 Zdi,Ahmedabad,2014,58000,Diesel,Manual,First,5,,4.5,L424,Maruti,11,7.76e-05,,21.79,high,1248.0,Sedan,88.73
Mahindra Xuv500 W8 2Wd,Kochi,2014,49663,Diesel,Manual,First,7,,8.42,M167,Mahindra,11,0.0001695,,15.1,high,2179.0,SUV,140.0
Honda City I-Vtec Cvt Vx,Mumbai,2017,17000,Petrol,Automatic,First,5,15.29 Lakh,11.6,JORC,Honda,8,0.0006824,,18.0,high,1497.0,Sedan,117.3
Jaguar Xf 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,5,,33.63,OTLD,Jaguar,9,0.0025063,,16.36,high,2179.0,SUV,187.7
Ford Fiesta 1.4 Sxi Tdci Abs,Pune,2008,117080,Diesel,Manual,Third,5,,2.25,T4V6,Ford,17,1.92e-05,,17.8,high,1399.0,Sedan,68.0
Bmw 5 Series 523I Sedan,Mumbai,2010,74000,Petrol,Automatic,First,5,,12.95,S97P,Bmw,15,0.000175,,10.8,medium,2497.0,SUV,150.0
Maruti Swift Vdi Bsiv W Abs,Hyderabad,2010,86514,Diesel,Manual,First,5,,4.25,BU63,Maruti,15,4.91e-05,,17.8,high,1248.0,Sedan,127.9431071655041
Audi A6 2011-2015 2.0 Tdi Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,5,,25.02,IMIR,Audi,11,0.0003741,,17.68,high,1968.0,SUV,174.33
Honda Brio 1.2 Vx Mt,Kochi,2014,41460,Petrol,Manual,First,5,6.63 Lakh,3.95,D550,Honda,11,9.53e-05,,18.5,high,1198.0,Hatchback,86.8
Honda City 1.5 V At,Mumbai,2011,57000,Petrol,Automatic,First,5,,4.4,ST4P,Honda,14,7.72e-05,,16.8,high,1497.0,Sedan,118.0
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,5,,4.95,DU9V,Volkswagen,10,0.0001455,,16.47,high,1198.0,Hatchback,73.9
Mahindra Scorpio Sle Bsiii,Pune,2010,96813,Diesel,Manual,Second,8,,5.5,ZV54,Mahindra,15,5.68e-05,,12.05,medium,2179.0,SUV,120.0
Honda City V Mt,Mumbai,2011,84000,Petrol,Manual,First,5,,3.25,1NR2,Honda,14,3.87e-05,,16.8,high,1497.0,Sedan,116.3
Skoda Rapid 1.6 Mpi Elegance,Kochi,2013,50004,Petrol,Manual,First,5,,4.02,4C6Y,Skoda,12,8.04e-05,,15.0,medium,1598.0,Sedan,103.5
Mahindra Xuv500 W6 2Wd,Coimbatore,2016,67995,Diesel,Manual,First,7,,11.73,PQCW,Mahindra,9,0.0001725,,16.0,high,2179.0,SUV,140.0
Volkswagen Jetta 2007-2011 2.0 Tdi Trendline,Chennai,2012,55000,Diesel,Manual,First,5,,9.5,94U4,Volkswagen,13,0.0001727,,15.0,medium,1896.0,SUV,105.0
Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,5,,8.6,61SM,Maruti,8,0.0005772,,21.4,high,1197.0,Hatchback,83.1
Honda Amaze Ex I-Dtech,Jaipur,2013,70961,Diesel,Manual,First,5,,4.0,222J,Honda,12,5.64e-05,,25.8,high,1498.0,Sedan,98.6
Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,5,,5.55,WDXK,Volkswagen,10,0.0001381,,15.04,high,1598.0,Sedan,103.2
Maruti Alto 800 Lxi,Hyderabad,2015,96000,Petrol,Manual,First,5,,2.5,2M59,Maruti,10,2.6e-05,,22.74,high,796.0,Hatchback,47.3
Land Rover Discovery Hse Luxury 3.0 Td6,Mumbai,2017,35000,Diesel,Automatic,First,7,1.27 Cr,41.6,ODGF,Land Rover,8,0.0011886,,18.0,high,2993.0,Luxury Car,255.0
Honda City I Vtec Cvt Vx,Delhi,2015,50000,Petrol,Automatic,First,5,,7.41,UPSE,Honda,10,0.0001482,,18.0,high,1497.0,Sedan,117.3
Nissan Terrano Xl 110 Ps,Mumbai,2014,50000,Diesel,Manual,First,5,,6.5,7QRW,Nissan,11,0.00013,,19.01,high,1461.0,Sedan,108.5
Maruti Alto Lxi,Mumbai,2008,26299,Petrol,Manual,First,5,,1.2,EFOZ,Maruti,17,4.56e-05,,19.7,high,796.0,Hatchback,46.3
Toyota Fortuner 2.8 4Wd Mt,Bangalore,2015,150386,Diesel,Manual,First,7,39.6 Lakh,23.0,D1S4,Toyota,10,0.0001529,,14.24,medium,2755.0,Luxury Car,174.5
Hyundai I20 1.4 Crdi Magna,Kolkata,2012,60000,Diesel,Manual,First,5,,2.74,TWZE,Hyundai,13,4.57e-05,,21.9,high,1396.0,Sedan,90.0
Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,5,,3.9,MQFE,Ford,12,6e-05,,20.0,high,1399.0,Sedan,68.0
Maruti Vitara Brezza Zdi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,5,10.91 Lakh,8.0,SZ2C,Maruti,8,0.0001,,24.3,high,1248.0,Sedan,88.5
Hyundai Verna 1.6 Sx,Chennai,2012,92000,Diesel,Manual,Third,5,,4.0,LN1E,Hyundai,13,4.35e-05,,22.32,high,1582.0,Sedan,126.32
